details,prix,adresse,image_lien
Aucune information,12500.0,"Mbour, Sénégal",https://images.coinafrique.com/thumb_5276065_uploaded_image1_1744311662.jpg
"Salut,
des poules de race brahma et cochins sont disponibles en différentes colories (herminé, caillouté, porcelaine, coucou, bleu , blanc entre autres)  possibilité de commander des poussins , jeune ou adultes",25000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5280953_uploaded_image1_1744629489.jpg
Couples texan en production disponible,30000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5290537_uploaded_image1_1745182886.jpg
Couple braman hermine a vendre,90000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5329869_uploaded_image1_1747329370.jpg
Couple braman hermine disponible,90000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5329879_uploaded_image1_1747329681.jpg
Couple mondain adulte 2024,200000.0,"Pikine, Sénégal",https://images.coinafrique.com/thumb_5337087_uploaded_image1_1747753115.jpg
Poule ornements  importer d'italie,50000.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5344600_uploaded_image1_1748179147.jpg
Métis californien de 2 mois,10000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5350705_uploaded_image1_1748514803.jpg
Poulet padovani de 3 mois  eufs importé,45000.0,"Louga, Sénégal",https://images.coinafrique.com/thumb_5353407_uploaded_image1_1748690625.jpg
Métis californien de 3 mois,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5364052_uploaded_image1_1749295289.jpg
Couple voyageur disponible prix 15mil intéressé pv watsapp,15000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5381347_uploaded_image1_1750286641.jpg
Des coqs de plus 3kg à biscuiterie,8000.0,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_5394586_uploaded_image1_1751020727.jpg
Ce sont  des poussins qui auront bientôt un mois et de couleur fauve  ou  herminé.,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5402120_uploaded_image1_1751449791.jpg
Ce sont des poussins frisés de qualité qui auront bientôt un mois et de couleur fauve ou herminin,15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5402124_uploaded_image1_1751450050.jpg
je mets en vente des poussins de brahmas bleus et argentés importés dont les parents sont visibles sur les photos.,10000.0,"Diamalaye 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_5404325_uploaded_image1_1751544553.jpg
"Couple poussins brahma blanc herminé noir, déjà vaccinés, de 02mois 01semaine, dispo.
la race brahma est considérée comme la race de poule géante. le brahma est la plus imposante parmi la race des poules géantes. et pourtant elle a un tempérament calme et cohabite aisément avec d'autres animaux. la race brahma convient aux enfantset à la famille..",25000.0,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_5414572_uploaded_image1_1752060211.jpg
"Poussins frisés à fri
Disponible actuellement",15000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5430818_uploaded_image1_1752929676.jpg
Métis californien de 4 mois,25000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5437884_uploaded_image1_1753306013.jpg
"Lapins à vendre
tout noir : angora demi-sang géant de flandre 
couleur : rex tricolore demi-sang géant papillon français",35000.0,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5465434_uploaded_image1_1754648894.jpg
Pigeon culbtant volga,30000.0,"Fatick, Sénégal",https://images.coinafrique.com/thumb_5497140_uploaded_image1_1756393034.jpg
Un couple de pigeon manteau noir,15000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497155_uploaded_image1_1756393487.jpg
Un couplé mondain meunier et rouge,100000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497172_uploaded_image1_1756394052.jpg
Texans pionnier,40000.0,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5497183_uploaded_image1_1756394350.jpg
Je vends toute sorte de pigeon de race,100000.0,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5458528_uploaded_image1_1754315737.jpg
Jeune couple mondain disponible,120000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5507606_uploaded_image1_1756942550.jpg
Jeune couple mondain disponible,120000.0,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5507608_uploaded_image1_1756942600.jpg
"Des lapereaux de race pure, parents importés",40000.0,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5514578_uploaded_image2_1757331557.jpeg
"À vendre – 2 pigeons reproducteurs

je vends deux pigeons reproducteurs en bonne santé.


habitués à la volière, faciles à nourrir.

 prix : 20 000frcfa (les deux)",15000.0,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5521622_uploaded_image1_1757666321.jpg
"Couple mondain bague 2024
male: bleu barré; femelle: bleu écaillé
gros gabarit et belle robe",130000.0,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5541428_uploaded_image1_1758715216.jpg
Femmel av ou echange avec des lapin  vos propos,30000.0,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5587969_uploaded_image1_1761236540.jpg
"Salam la famille 
si vous avez besoin de couples de voyageurs de qualités exceptionnelle vous êtes au bon endroit. 
veuillez me contacter pour plus dinfo",20000.0,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5642510_uploaded_image1_1764173213.jpg
Y,300.0,"Thies, Sénégal",https://images.coinafrique.com/thumb_5648409_uploaded_image1_1764510412.jpg
"3394 poulettes pré ponte de 124 jours totalement vaccinées en très bonne santé qui ont déjà commencé à pondre leurs premiers œufs depuis le 24 novembre 2025
prix 5000 f l’unité disponibles â dieuleuk service notto gouye diama",5000.0,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5655142_uploaded_image2_1764832679.jpeg
"Je vends deux paires de pigeon king  adultes 
la paire à 60000fr",60000.0,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5669544_uploaded_image1_1765545674.jpg
