web_scraper_order,web_scraper_start_url,link,prix,adresse,image_lien,details
"1766771370-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-3164881","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3164881_uploaded_image1_1623336573.jpg","Baramann pur%%
prix abordable"
"1766771372-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pintade-3165007","10 000CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165007_uploaded_image1_1623340371.jpg","Salut tout le monde âme éleveur vous informe que les pintades sont disponibles . merci de nous contacter pour plus d'informations"
"1766771374-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3165580","2 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3165580_uploaded_image1_1623362561.jpg","Poulet
Poulet de chair"
"1766771377-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3167648","Prix sur demande","Joal Fadiouth, Sénégal","https://images.coinafrique.com/thumb_3167648_uploaded_image1_1623456119.jpg","A vendre"
"1766771379-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-bleue-dhollande-3169646","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169646_uploaded_image1_1623581136.jpg",""
"1766771382-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-cou-nues-3169649","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3169649_uploaded_image1_1623581238.jpg",""
"1766771384-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3175790","3 000CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3175790_uploaded_image1_1623855618.jpg",""
"1766771387-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3177358","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_3177358_uploaded_image1_1623935467.jpg","Bonjour,
je vends des poulets de chair à 3000 frs 1kg800 et 2kg. ils seront disponible uniquement par commande.
veuillez me contacter si vous êtes intéressé."
"1766771389-253","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pignon-monday-3177465","175 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177465_uploaded_image1_1623938681.jpg",""
"1766771392-254","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-monday-3177475","100 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3177475_uploaded_image1_1623938929.jpg",""
"1766771394-255","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3187687","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3187687_uploaded_image1_1624451192.jpg","Salut des lapins et lapereaux de race  géant des flandres, fauve de bourgogne, angoras, blanc de bouscat , hollandais, et des métissages à vendre dans la limite du stock disponible possibilité de livraison."
"1766771397-256","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-baramann-3189768","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189768_uploaded_image1_1624544691.jpg",""
"1766771403-257","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-3197088","15 000CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3197088_uploaded_image1_1624966307.jpg","Déjà vacciné"
"1766771406-258","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-de-bourgogne-3202447","25 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3202447_uploaded_image2_1625166857.jpeg","Des lapereaux fauve pur sang dispo"
"1766771408-259","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-3214014","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3214014_uploaded_image1_1625618936.jpg","Perruche"
"1766771411-260","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3214815","2 500CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3214815_uploaded_image1_1625661793.jpg","Je vends des poulets de chair d'ordinaire du pays et de races comme le brahma, le cochin, les bleus hollandais. veuillez me contacter pour plus d'infos."
"1766771413-261","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3229235","2 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3229235_uploaded_image1_1626304950.jpg","Disponible a Malika"
"1766771416-262","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-meulman-3248657","10 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3248657_uploaded_image1_1627469932.jpg","Pigeon voyageur meulman et d’autres races a vendre"
"1766771418-263","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-hermine-3248983","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3248983_uploaded_image1_1627479441.jpg","Des poussins brahman herminé et cochin blanc standard"
"1766771421-264","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-hermine-3259880","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3259880_uploaded_image1_1628000666.jpg","Male herminé de 5 mois  pur sang à vendre"
"1766771423-265","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollande-3278019","10 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3278019_uploaded_image1_1628853028.jpg",""
"1766771425-266","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-3281223","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281223_uploaded_image1_1629034748.jpg","Male cochin blanc de 5mois"
"1766771428-267","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-blanc-3281225","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3281225_uploaded_image2_1629034850.jpeg","Femelle cochin blanc de 3mois"
"1766771430-268","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3283632","3 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3283632_uploaded_image1_1629152543.jpg","Profiter de cette réduction  pour la fête de Tamkharite des poulets de 2kg 
A vos commandes"
"1766771433-269","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3286388","17 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3286388_uploaded_image1_1629289139.jpg","Des lapereaux disponible"
"1766771435-270","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollande-3290876","4 500CFA","Diourbel, Sénégal","https://images.coinafrique.com/thumb_3290876_uploaded_image1_1629501810.jpg","Poulet Bleu Hollande"
"1766771438-271","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3302613","50 000CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3302613_uploaded_image1_1630169095.jpg",""
"1766771440-272","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-lahore-3305350","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3305350_uploaded_image1_1630343789.jpg","Je bazarde différentspigeons couleur lahore- bouvreuil-pan- etc"
"1766771443-273","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306464","100 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306464_uploaded_image1_1630410757.jpg",""
"1766771445-274","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bullan-3306474","95 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306474_uploaded_image1_1630410943.jpg",""
"1766771448-275","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-bullan-3306481","25 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3306481_uploaded_image1_1630411232.jpg",""
"1766771450-276","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-3307095","22 000CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3307095_uploaded_image1_1630430739.jpg",""
"1766771453-277","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3315445","17 000CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3315445_uploaded_image1_1630722382.jpg","Des paires lapereaux à vendre"
"1766771455-278","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316797","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316797_uploaded_image1_1630784777.jpg","Brahma pur sang  de un mois"
"1766771457-279","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-3316806","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316806_uploaded_image1_1630785002.jpg","Brahmâ pur sang d un mois"
"1766771460-280","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-poussin-coucou-3316809","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3316809_uploaded_image1_1630785179.jpg",""
"1766771462-281","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-3322610","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3322610_uploaded_image1_1631059644.jpg","Nous vendons de beaux lapins nains a un prix defiant toute concurence pour plus d information merci de nous contacter"
"1766771465-282","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-3325681","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3325681_uploaded_image1_1631188256.jpg","Des poussins cochin blanc de race pure disponible.
faites vite vos commandes"
"1766771467-283","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-pondeuses-3333107","2 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3333107_uploaded_image1_1631563838.jpg","Poulets pondeuses âge de deux mois yekh niak
2000fr par unité"
"1766771470-284","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3334209","Prix sur demande","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3334209_uploaded_image1_1631622270.jpg","Demande"
"1766771472-285","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3337450","2 300CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3337450_uploaded_image1_1631785546.jpg","De bon poulets pour lsafar"
"1766771475-286","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-3348160","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3348160_uploaded_image1_1632324869.jpg",""
"1766771477-287","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349394","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349394_uploaded_image1_1632391504.jpg","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison."
"1766771480-288","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349397","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349397_uploaded_image2_1632391557.jpeg","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison."
"1766771482-289","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahmanes-3349401","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349401_uploaded_image1_1632391902.jpg","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison."
"1766771484-290","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3349405","35 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3349405_uploaded_image2_1632391949.jpeg","Salut, des couples brahmanes, des cochins et des poules qui couve naturellement de différents âges à vendre dans la limite du stock disponible possibilité de livraison."
"1766771487-291","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-bajoura-3353059","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353059_uploaded_image1_1632603388.jpg","Mbour joal"
"1766771489-292","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3353065","40 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353065_uploaded_image1_1632603690.jpg","Mbour"
"1766771492-293","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3353071","50 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353071_uploaded_image1_1632603938.jpg","Mbour"
"1766771494-294","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3353083","110 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3353083_uploaded_image1_1632604432.jpg","Mbour thies"
"1766771497-295","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=6","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-hermnee-3357145","100 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3357145_uploaded_image1_1632869295.jpg","Pour votre besoin de poulets d ornement elevage d ornement est prêt pour vous satisfaire merci de nous contacter via nos numéros. brahman hermjne"
